speaker,speech,timestamp,date
thomas wieser,"uh, but i would, uh, seriously counsel nikos theocarakis against circulating it. if nikos theocarakis wants to circulate it, it’s very much, it’s, it’s your decision, uh, because and, uh, be free to do it. i’m just trying to give, uh, uh, advice with only one interest in mind. that is succesful and rapid conclusion of this process, but it’s your choice, quite obviously. secondly, uh, where do we stand. um, we are at, more at the beginning, i think, of a process, uh, than reaching the end of a process. uh, nikos theocarakis said that the teams of the three institutions were technically ill-prepared. quite frankly, we’re nine weeks after, uh, uh, the elections. uh, i think it will give that indeed that there have only been four days of some serious dicussions. and at least in all of my experience which covers also some decades, uh, with some relation to imf programs and this is the first time i’ve heard this of the technical teams were ill-prepared, but there also a first, obviously.",1900-01-01 01:21:04,2015-04-01 00:00:00
thomas wieser,"so, uh, i think after nine weeks we, we hopefully should have now arrived at the stage, uh,  process. it is clear from what colleagues from the institutions have said, uh, that we are still a very long way, uh, away from this being an agreed list, making full use of the flexibility that is in, in the program, of course. uh, but first one needs to define, and i think the greek colleagues have done this, one needs to define what do the greek authorities want, uh, and then one needs to have an agreed process and how do we deal with all the other things, uh, that for a variety of reasons the greek authorities, at this stage, do not feel like doing.",1900-01-01 01:22:28,2015-04-01 00:00:00
thomas wieser,"so it needs to, how does one deal with the  from the greek institutions, uh, participate, uh, and that, uh, people are empowered, to so say what needs to be, uh, said there.",1900-01-01 01:23:34,2015-04-01 00:00:00
thomas wieser,"um, so i think, uh, uh, that this should be possible. um, the information by the institutions that there has been quite some backtracking, uh, nikos theocarakis  estimates that the greek colleagues have, uh, provided.",1900-01-01 01:24:26,2015-04-01 00:00:00
thomas wieser,"uh, in terms of timing, in terms of timing, i am working on the assumption that colleagues, both in athens and in brussels, uh, will continue to work, uh, around the clock. as i don’t want to know the list, uh, i don’t know how large the data towards an intermediate solution is but from what was said today, uh, it appears not to be a matter of hours or days but more, uh, of a longer process. it also  that this would require decisions presumably, uh, at the political level in athens to include things in the list or to exclude things from the list as the case, uh, may be.",1900-01-01 01:25:29,2015-04-01 00:00:00
thomas wieser,"which, uh, implies that we will, at the euro working group, which we will be having next wednesday, uh, another update. this is exactly another week from now so we will have an update, uh, to hear what have been the achievements in athens, what have been the achievements in brussels, uh, in the intervening, uh, week and i hope that these achievements will have been, uh, very, very significant.",1900-01-01 01:26:26,2015-04-01 00:00:00
thomas wieser,"will they suffice in order to produce this final, uh, intermediate paper which is so comprehensive and so costed, and that it forms a very credible basis and prospective for successful conclusion of the review, i simply do not know. uh, if you turn up for this on wednesday one minute, uh, before the meeting starts, i will be very happy. we will postpone the meeting, uh, for an hour in order to be able to get a first look at it. so i would very, very much welcome that. um, let us work on the assumption that maybe that maybe it would not be possible, um, because if it is possible then we take take it, uh, from there.",1900-01-01 01:26:55,2015-04-01 00:00:00
thomas wieser,"if it is not possible, um, as i said, uh, then, uh, the following week everybody decamps to washington i would very much hope that the technical teams continue, uh, discussions also in brussels may continue and then we are moving, uh, steadily towards the eurogroup on the 24th of april in riga.",1900-01-01 01:27:47,2015-04-01 00:00:00
thomas wieser,"i think it is absolutely paramount importance that we have a euro working group, at least in this form of a conference call, at the beginning of the week so that ministers enter the eurogroup, completely informed. as, uh, as is the case for next wednesday, uh, i would very much hope that this very comprehensive, fully costed, uh, and mutually accepted list of measures would be available. then, if i have not been precise enough, in previous rounds, uh, this comprehensiveness is not  it is one, uh, which bears the signature of not only the greek authorities but of the three institutions, uh, or four institutions involved that is fully clear, but i think this would’ve been clear anyway.",1900-01-01 01:28:13,2015-04-01 00:00:00
thomas wieser,"if that were to be the case that there is then that agreement, uh, i would, and this is recommended by the institutions, i could imagine that ministers in the euro group produce a statement, uh, welcoming this production of a comprehensive, fully costed, mutually accepted, acceptable and positive list, uh, which should pave the way as it is so comprehensive, uh, for producing later  and ultimately, after implementation and compliance reports, uh, disbursements.",1900-01-01 01:29:11,2015-04-01 00:00:00
thomas wieser,"so, um, there is one strand of possibility that we have this agreement reaching us by, uh, next wednesday. that requires a huge amount of work and a fabulous, uh, speeding up of technical experts work in athens. uh, if that is not the case, i think our next round to do, uh, after next wednesday, uh, would be 10 days or 12 days  of the week where riga takes place.",1900-01-01 01:29:58,2015-04-01 00:00:00
thomas wieser,"i think a number of suggestions have been made, uh, on the liquidity issue, i don’t think that this is the place or the time to go into that or any detail. let me just finish by reminding our greek colleagues, uh, that there are rules in place which govern, uh, the selection of personal through the hfsf which is required, which are required, which have been put into place by mutual consent, as part of the overall arrangement in order to ensure that the hfsf is indeed, uh, an institution which is run at arms length from any government. so this is not a political issue. this is a generic governance issue, uh, the selection procedures which involve the euro working group have been respected in the past and if they were not respected this time around, and there are rules ",1900-01-01 01:30:35,2015-04-01 00:00:00
thomas wieser,"so, uh, that would be, yeah. that would be more or less how i see, uh, the process and, uh, the procedure. if there is anybody with violent, uh, disagreement with this, this is now the time, uh, to say so, uh, other than that we would be seeing each other next wednesday, uh, and if something, uh, uh, spectacular, dramatic, of very good news, happens in the meantime, i would expect that the institutions would inform us and i could inform you in turn.",1900-01-01 01:31:51,2015-04-01 00:00:00
luca antonio ricci,"sorry thomas, ricci here from  thank you.",1900-01-01 01:32:47,2015-04-01 00:00:00
speaker 6,"right. thanks very much. uh, as we, uh, are well aware  it should not be too difficult to also work online between athens and, uh, capitals. yes, who is it, who was that coming in?",1900-01-01 01:33:33,2015-04-01 00:00:00
nikos theocarakis,"yes, uh, nikos theocarakis, so, uh, to make a few points. the first is regarding the hfsf, let me state that the greek government operates perfectly within the, the bounds of legality. the second point i would like to make is about, uh, the comment that, um, it was a first that people from the imf another institutions were not well prepared.",1900-01-01 01:33:50,2015-04-01 00:00:00
nikos theocarakis,"first of all, i would like to say that we have really top notch people in athens and we value their work.",1900-01-01 01:34:17,2015-04-01 00:00:00
speaker 6,we don’t have to go through the whole ,1900-01-01 01:34:27,2015-04-01 00:00:00
nikos theocarakis,"i just, i just say that what they said about not being well prepared, i didn’t mean like that, okay? and also regarding the, the, uh, the reform list, uh, you, you mentioned ramifications that, um, i will take into consideration certainly, i just wanted you to know that, uh, wanted other members of the euro working group to have a feeling of, uh, the type of reforms we are proposing. but since, you know, you are saying that if this is done then this could be a problem, i’m happy to let the list stay within the members of the brussels group.",1900-01-01 01:34:29,2015-04-01 00:00:00
